lat,long,hex,timestamp
-33.46368171467295,-70.63056288310581,89b2c554887ffff,2020-01-01 10:49:33.257253
-33.46694319976987,-70.64347200513697,89b2c5548cfffff,2020-01-01 14:30:09.218247
-33.433743021046496,-70.65904259190731,89b2c5541c7ffff,2020-01-01 09:42:47.206737
-33.44308651361298,-70.6814454522634,89b2c5543d7ffff,2020-01-01 12:31:55.405420
-33.4393643216151,-70.68122936166911,89b2c55406fffff,2020-01-01 08:18:10.942972
-33.43852107641858,-70.67351202793456,89b2c554393ffff,2020-01-01 08:28:09.779173
-33.44427705087663,-70.66944646735035,89b2c5543b3ffff,2020-01-01 15:14:08.954118
-33.45312890571605,-70.64247293555772,89b2c554c7bffff,2020-01-01 22:36:03.377965
-33.4635270568059,-70.65711763798657,89b2c554e77ffff,2020-01-01 13:16:53.474665
-33.450370409523835,-70.65862321011657,89b2c554e9bffff,2020-01-01 07:34:03.128296
-33.4361162703303,-70.65356972502899,89b2c554113ffff,2020-01-01 21:16:07.128100
-33.46506301072863,-70.64839558870977,89b2c554e27ffff,2020-01-01 07:47:54.335905
-33.45596562065752,-70.6352628328014,89b2c554c67ffff,2020-01-01 07:04:43.567841
-33.45883475950619,-70.63203773627535,89b2c554893ffff,2020-01-01 10:50:48.420975
-33.4551314096873,-70.66020137793538,89b2c554ec7ffff,2020-01-01 20:34:36.142090
-33.44659713406412,-70.67028682405217,89b2c5543bbffff,2020-01-01 11:12:14.329979
-33.44877802903566,-70.65642415757911,89b2c554167ffff,2020-01-01 16:47:05.600444
-33.43681831904037,-70.63873271459497,89b2c556a6bffff,2020-01-01 10:27:45.126008
-33.464298370848226,-70.6705412228656,89b2c555db3ffff,2020-01-01 10:22:04.091229
-33.474177841262865,-70.64612098938258,89b2c55484fffff,2020-01-01 22:20:34.511038
-33.450925986793024,-70.65478914403187,89b2c554e83ffff,2020-01-01 15:01:53.631161
-33.47026066527523,-70.66714081130225,89b2c555da7ffff,2020-01-01 08:28:29.314579
-33.44395703427147,-70.65503692121521,89b2c554177ffff,2020-01-01 17:44:09.843821
-33.43619181480228,-70.66982687047259,89b2c554023ffff,2020-01-01 07:37:29.918394
-33.43652877992453,-70.66192021051258,89b2c5541cfffff,2020-01-01 07:20:59.005583
-33.43250458532296,-70.66461907384948,89b2c5541dbffff,2020-01-01 07:06:19.744686
-33.448260544099966,-70.63767510459937,89b2c554c1bffff,2020-01-01 20:12:30.662756
-33.46019894594822,-70.64521986022014,89b2c5548dbffff,2020-01-01 18:00:35.423348
-33.45084704971299,-70.6369019501692,89b2c554c0bffff,2020-01-01 21:30:45.006549
-33.46875130418346,-70.63359538109167,89b2c554807ffff,2020-01-01 13:29:08.313823
-33.443209539560165,-70.65970623885217,89b2c554173ffff,2020-01-01 13:03:44.113591
-33.467469083561575,-70.6321721456879,89b2c554817ffff,2020-01-01 12:39:12.495554
-33.4496531518171,-70.63421747015998,89b2c554c03ffff,2020-01-01 14:26:17.700028
-33.44512318986125,-70.64226894299912,89b2c554ccbffff,2020-01-01 15:47:12.890608
-33.46852799250855,-70.63812171025766,89b2c554803ffff,2020-01-01 09:55:55.793703
-33.472229668059136,-70.64336933036682,89b2c554847ffff,2020-01-01 07:51:55.551350
-33.447782769791054,-70.6457174845155,89b2c554c5bffff,2020-01-01 10:13:38.349072
-33.43390605721815,-70.64810527511223,89b2c554187ffff,2020-01-01 13:16:59.348944
-33.43640634211689,-70.67624659955837,89b2c554077ffff,2020-01-01 08:06:37.085883
-33.4566270437303,-70.66973889064906,89b2c554327ffff,2020-01-01 14:05:36.953150
-33.45387032322703,-70.64413870615505,89b2c554c4fffff,2020-01-01 13:17:27.089500
-33.45664077857627,-70.63739026397755,89b2c554c63ffff,2020-01-01 07:48:00.800781
-33.44510203849294,-70.63427064449728,89b2c554c13ffff,2020-01-01 20:55:58.303877
-33.43865014883116,-70.65063713581243,89b2c5541abffff,2020-01-01 21:05:14.730745
-33.44248186535761,-70.68287808410719,89b2c5543c3ffff,2020-01-01 17:28:20.654448
-33.45130549673755,-70.67599568225877,89b2c554307ffff,2020-01-01 10:56:36.754483
-33.45396409529623,-70.63500188720472,89b2c554c77ffff,2020-01-01 18:11:06.208004
-33.43980024032529,-70.67014569325178,89b2c554397ffff,2020-01-01 08:24:48.589848
-33.47138370964731,-70.66264687124843,89b2c554ad7ffff,2020-01-01 16:34:49.102768
-33.45027443769009,-70.63366337477169,89b2c554c0fffff,2020-01-01 22:49:33.785696
-33.43854465229863,-70.68737462945492,89b2c5542a7ffff,2020-01-01 18:55:04.240734
-33.433376533260834,-70.656890774431,89b2c55418bffff,2020-01-01 13:01:15.686183
-33.43736924509367,-70.65765778693937,89b2c55411bffff,2020-01-01 17:17:20.773618
-33.46065305756738,-70.6354539140732,89b2c55489bffff,2020-01-01 22:32:06.658010
-33.44311297759719,-70.6663231300756,89b2c55414fffff,2020-01-01 08:56:09.815854
-33.45554106635748,-70.67277853702114,89b2c554323ffff,2020-01-01 12:24:48.802499
-33.44849195699147,-70.65034930609309,89b2c55412fffff,2020-01-01 14:49:22.643861
-33.474441558600155,-70.66296474604474,89b2c554ac7ffff,2020-01-01 16:03:31.997030
-33.43943648736312,-70.65529217541373,89b2c554103ffff,2020-01-01 13:45:57.326353
-33.46668548831232,-70.66134951415786,89b2c554e63ffff,2020-01-01 19:28:02.893113
-33.445017018189354,-70.67669866399876,89b2c55438fffff,2020-01-01 07:38:17.654360
-33.43734820043752,-70.68323016902654,89b2c55406bffff,2020-01-01 16:04:38.430840
-33.46395746001875,-70.67353199478598,89b2c555d87ffff,2020-01-01 20:42:03.562966
-33.46944964465661,-70.65242164923656,89b2c554a97ffff,2020-01-01 07:28:54.919774
-33.43749254138326,-70.67860711314627,89b2c554067ffff,2020-01-01 15:34:59.590154
-33.44443943505239,-70.67685280640491,89b2c55438bffff,2020-01-01 09:26:55.231930
-33.44776900145226,-70.65290452579576,89b2c554e93ffff,2020-01-01 12:16:39.433669
-33.46547108336645,-70.66772942405639,89b2c555db7ffff,2020-01-01 07:08:23.873377
-33.432672872755845,-70.67493608946359,89b2c55400fffff,2020-01-01 07:29:57.771349
-33.44972246835032,-70.6699164466158,89b2c5543afffff,2020-01-01 10:27:59.382137
-33.43190412593033,-70.67873994553214,89b2c55400bffff,2020-01-01 13:37:40.597731
-33.474435866498396,-70.65895693950604,89b2c554a8bffff,2020-01-01 15:19:03.029529
-33.44146784383743,-70.66964858646277,89b2c55414bffff,2020-01-01 21:55:43.194730
-33.46170696983333,-70.66199146949927,89b2c554e47ffff,2020-01-01 20:47:00.110153
-33.466718123893294,-70.62881623921803,89b2c5548a3ffff,2020-01-01 18:17:12.751955
-33.44024869797502,-70.65743878545882,89b2c55410bffff,2020-01-01 13:04:53.126152
-33.464232110452265,-70.65029429577116,89b2c554e23ffff,2020-01-01 09:26:41.776582
-33.4418424696026,-70.67516855580207,89b2c554383ffff,2020-01-01 09:38:36.714989
-33.446526067938954,-70.63969551806636,89b2c554ccfffff,2020-01-01 11:08:14.597015
-33.436907525851865,-70.67141622986206,89b2c55402fffff,2020-01-01 07:04:52.878370
-33.46093032749834,-70.63742917744698,89b2c5548d7ffff,2020-01-01 21:55:56.524529
-33.4520599444719,-70.66267848737115,89b2c554ec3ffff,2020-01-01 12:10:19.043639
-33.468934598231755,-70.67729507983113,89b2c555d17ffff,2020-01-01 14:34:37.068193
-33.43884338144885,-70.66073006301228,89b2c554157ffff,2020-01-01 12:07:31.297028
-33.45331795981618,-70.66867178937201,89b2c554337ffff,2020-01-01 11:55:22.155321
-33.43050460734261,-70.67330078006859,89b2c554007ffff,2020-01-01 08:36:52.390370
-33.43564202285414,-70.66622561017033,89b2c554027ffff,2020-01-01 08:08:10.317221
-33.46027426270085,-70.66063149096897,89b2c554e0bffff,2020-01-01 17:02:52.573689
-33.47378188162365,-70.65399177075406,89b2c554a87ffff,2020-01-01 21:45:20.934761
-33.45215718992754,-70.64033230813091,89b2c554c47ffff,2020-01-01 18:45:22.519061
-33.43115750457062,-70.66576832224344,89b2c5540afffff,2020-01-01 10:44:11.002466
-33.435655675987135,-70.67918659309638,89b2c554063ffff,2020-01-01 13:21:16.408998
-33.45185350536761,-70.63792646549979,89b2c554c73ffff,2020-01-01 14:40:51.982144
-33.44119517433712,-70.66487562746137,89b2c554143ffff,2020-01-01 13:08:15.044210
-33.46300874177438,-70.64239962340059,89b2c5548c3ffff,2020-01-01 18:12:50.849106
-33.43453954702402,-70.64674223644599,89b2c5541b3ffff,2020-01-01 11:18:08.532565
-33.43837678487953,-70.66900382322375,89b2c55415bffff,2020-01-01 07:02:45.330332
-33.431778016194464,-70.67090841820807,89b2c554033ffff,2020-01-01 08:18:56.646983
-33.46813991349194,-70.66324939633328,89b2c554e6bffff,2020-01-01 12:53:44.015849
-33.446685452978734,-70.66498173295258,89b2c5543b7ffff,2020-01-01 16:06:16.771070
-33.45770631467067,-70.64421911593642,89b2c554ea7ffff,2020-01-01 10:28:17.683788
-33.46790784471281,-70.66004130978328,89b2c554e6fffff,2020-01-01 09:52:37.663067
-33.45221733752476,-70.66711840381484,89b2c554edbffff,2020-01-01 11:29:03.230843
-33.467047668365346,-70.67320935478457,89b2c555dbbffff,2020-01-01 18:35:38.201211
-33.45499023014999,-70.65295737885342,89b2c554e8fffff,2020-01-01 14:56:21.863232
-33.46452394381355,-70.67751988448858,89b2c555d8fffff,2020-01-01 11:17:03.809994
-33.474635696145874,-70.63622166255617,89b2c554877ffff,2020-01-01 13:38:10.641533
-33.43446602584211,-70.66764281438803,89b2c554037ffff,2020-01-01 10:13:25.917522
-33.42842140438467,-70.67823790090316,89b2c55401bffff,2020-01-01 14:46:02.199457
-33.45633742576127,-70.64042659002182,89b2c554c6bffff,2020-01-01 07:39:21.784150
-33.471341595917494,-70.63365299549615,89b2c55483bffff,2020-01-01 13:02:20.787075
-33.447942967965666,-70.64236786970959,89b2c554c57ffff,2020-01-01 14:42:55.515189
-33.44114950927367,-70.68233066558552,89b2c5543d3ffff,2020-01-01 18:33:26.647653
-33.47450202387864,-70.64561653710844,89b2c554ab7ffff,2020-01-01 10:49:47.550040
-33.452075764062165,-70.66114339796933,89b2c554ed7ffff,2020-01-01 16:46:12.325485
-33.46020335894813,-70.66414675510426,89b2c554e57ffff,2020-01-01 15:45:08.895896
-33.45997396155166,-70.6490667285263,89b2c554eafffff,2020-01-01 07:00:27.002943
-33.45838262022018,-70.65584808440518,89b2c554e03ffff,2020-01-01 13:06:40.063898
-33.435025815664105,-70.66332789836662,89b2c5541cbffff,2020-01-01 19:00:23.686209
-33.44086053417952,-70.69130197672888,89b2c5542afffff,2020-01-01 09:17:14.391549
-33.47468124403678,-70.65877314683873,89b2c554a13ffff,2020-01-01 11:24:18.281782
-33.454209513665845,-70.67656505681181,89b2c55433bffff,2020-01-01 17:28:58.799496
-33.44818129659859,-70.67862207254758,89b2c554303ffff,2020-01-01 20:23:20.343343
-33.457317314862024,-70.66231055915222,89b2c554ecfffff,2020-01-01 08:03:43.584577
-33.44116942688871,-70.67768834103715,89b2c55439bffff,2020-01-01 18:30:49.668443
-33.47342759824111,-70.66634667253834,89b2c554ac3ffff,2020-01-01 18:52:41.591464
-33.44204178012208,-70.65124824208495,89b2c554133ffff,2020-01-01 14:43:15.975261
-33.4328968055758,-70.6784043433021,89b2c554073ffff,2020-01-01 15:23:32.192492
-33.451574433419175,-70.67207881895638,89b2c554333ffff,2020-01-01 19:37:55.919169
-33.46528088453713,-70.66408708912853,89b2c554e7bffff,2020-01-01 20:11:21.851639
-33.45308565202571,-70.63385187458947,89b2c554c3bffff,2020-01-01 12:39:05.971067
-33.46706532304872,-70.67180008384864,89b2c555da3ffff,2020-01-01 20:04:02.750469
-33.4698924952099,-70.67587578639147,89b2c555d07ffff,2020-01-01 19:26:29.819411
-33.469073867178636,-70.63032112519251,89b2c5548abffff,2020-01-01 15:00:30.955095
-33.46956325717252,-70.64656725240268,89b2c554843ffff,2020-01-01 18:34:47.342062
-33.47061733023727,-70.67171970347411,89b2c555dafffff,2020-01-01 17:17:42.071929
-33.43669515730839,-70.67475307152881,89b2c55402bffff,2020-01-01 08:33:43.219635
-33.44017999112633,-70.65095810107901,89b2c554107ffff,2020-01-01 17:58:30.717660
-33.46328513093453,-70.67076816092666,89b2c554e4bffff,2020-01-01 10:31:56.948600
-33.464289377074685,-70.66761351971688,89b2c554e4fffff,2020-01-01 17:41:54.385533
-33.472310681304954,-70.64854610408592,89b2c55484bffff,2020-01-01 21:41:10.243956
-33.43866114087834,-70.66548202048095,89b2c554153ffff,2020-01-01 11:25:19.610395
-33.4424846242996,-70.67223746570205,89b2c554387ffff,2020-01-01 11:09:03.131535
-33.46290806235212,-70.66138050992215,89b2c554e73ffff,2020-01-01 18:39:35.293343
-33.44259134196166,-70.64529321558531,89b2c554137ffff,2020-01-01 22:18:33.170428
-33.441704561407334,-70.66031284985961,89b2c554147ffff,2020-01-01 19:09:10.658579
-33.46648346800118,-70.62989838124541,89b2c5548bbffff,2020-01-01 17:48:17.653153
-33.429244561156004,-70.66808059234404,89b2c5540abffff,2020-01-01 08:31:41.951381
-33.46969954285272,-70.66303501059083,89b2c554ad3ffff,2020-01-01 21:39:03.884658
-33.46761320255585,-70.65382384850427,89b2c554e2fffff,2020-01-01 16:15:18.628445
-33.46127465887265,-70.67715764114378,89b2c555d83ffff,2020-01-01 14:17:36.422579
-33.44159770022029,-70.63816340970273,89b2c554cd7ffff,2020-01-01 13:58:25.578988
-33.46513803081574,-70.64094952167758,89b2c5548cfffff,2020-01-01 17:23:55.168623
-33.43489913736904,-70.65830179150224,89b2c5541c7ffff,2020-01-01 19:09:49.862839
-33.44081296491992,-70.68063694077273,89b2c5543d7ffff,2020-01-01 15:58:10.398808
-33.43853448106085,-70.68171278938696,89b2c55406fffff,2020-01-01 09:28:46.568853
-33.44067132407916,-70.67489129817244,89b2c554393ffff,2020-01-01 09:24:40.608754
-33.444419617879255,-70.66686777009765,89b2c5543b3ffff,2020-01-01 16:46:15.604579
-33.453874408597706,-70.64152452997433,89b2c554c7bffff,2020-01-01 22:40:35.489872
-33.46497622064103,-70.65816068214032,89b2c554e77ffff,2020-01-01 13:42:18.490273
-33.45862198630053,-70.63167794561376,89b2c554893ffff,2020-01-01 18:19:29.152598
-33.445328465639186,-70.67221484861393,89b2c5543bbffff,2020-01-01 12:30:59.134398
-33.43823649487074,-70.63912925038763,89b2c556a6bffff,2020-01-01 14:44:41.090025
-33.46570713034044,-70.66996890570385,89b2c555db3ffff,2020-01-01 17:57:14.274926
-33.46880408630634,-70.66710506549391,89b2c555da7ffff,2020-01-01 17:29:25.253620
-33.44563811223837,-70.65745310733547,89b2c554177ffff,2020-01-01 21:47:53.010879
-33.43427914682374,-70.67019987682782,89b2c554023ffff,2020-01-01 12:17:49.501889
-33.43609382693943,-70.66129603542332,89b2c5541cfffff,2020-01-01 17:39:53.225829
-33.43250047279963,-70.66354742109608,89b2c5541dbffff,2020-01-01 13:47:45.531787
-33.462403090189895,-70.64611383054026,89b2c5548dbffff,2020-01-01 19:52:59.516818
-33.470186913933446,-70.63538425399786,89b2c554807ffff,2020-01-01 14:05:11.190437
-33.44336129346058,-70.65794598114279,89b2c554173ffff,2020-01-01 14:40:40.161891
-33.44488710389684,-70.64399230106932,89b2c554ccbffff,2020-01-01 17:11:47.505569
-33.469163724474896,-70.6355512489259,89b2c554803ffff,2020-01-01 15:45:12.735397
-33.43218159605908,-70.64871146184814,89b2c554187ffff,2020-01-01 15:36:51.303167
-33.45574232541395,-70.63843154000405,89b2c554c63ffff,2020-01-01 11:00:06.874229
-33.44407222949662,-70.6828182621496,89b2c5543c3ffff,2020-01-01 18:55:25.611710
-33.45036897722879,-70.67549993166128,89b2c554307ffff,2020-01-01 12:31:37.235456
-33.44090641616754,-70.67140753465807,89b2c554397ffff,2020-01-01 10:12:20.656714
-33.43862386619037,-70.68714256968248,89b2c5542a7ffff,2020-01-01 22:46:52.506891
-33.443036767205236,-70.66649213455577,89b2c55414fffff,2020-01-01 12:23:10.116117
-33.447153954496855,-70.64930016381733,89b2c55412fffff,2020-01-01 22:43:27.846780
-33.466310746615655,-70.66027110090413,89b2c554e63ffff,2020-01-01 21:33:48.206669
-33.444100080498366,-70.67346583854865,89b2c55438fffff,2020-01-01 15:32:21.569670
-33.438441878076894,-70.67599937643601,89b2c554067ffff,2020-01-01 17:34:37.638640
-33.44371945651481,-70.67713279772444,89b2c55438bffff,2020-01-01 20:01:43.334849
-33.433008577388996,-70.67531897756078,89b2c55400fffff,2020-01-01 11:14:29.102453
-33.45066697762894,-70.66909659003595,89b2c5543afffff,2020-01-01 14:39:00.631572
-33.47399958064544,-70.6586489698308,89b2c554a8bffff,2020-01-01 17:15:28.920384
-33.44061934876186,-70.66058549448168,89b2c55410bffff,2020-01-01 14:38:11.911915
-33.44173765146431,-70.67341125987538,89b2c554383ffff,2020-01-01 16:19:42.818344
-33.438223556835,-70.67029811692478,89b2c55402fffff,2020-01-01 07:31:06.034504
-33.45404830223678,-70.66334522959426,89b2c554ec3ffff,2020-01-01 14:54:48.430471
-33.43914918077377,-70.66276906908037,89b2c554157ffff,2020-01-01 15:03:44.624126
-33.45289493483331,-70.66948549933065,89b2c554337ffff,2020-01-01 13:20:58.106792
-33.43072702109626,-70.6714613214649,89b2c554007ffff,2020-01-01 16:28:34.805310
-33.43697428926068,-70.66843450863851,89b2c554027ffff,2020-01-01 09:17:05.000740
-33.46045650040338,-70.65906746940308,89b2c554e0bffff,2020-01-01 19:35:05.999774
-33.47160346847773,-70.65137559506938,89b2c554a87ffff,2020-01-01 22:45:07.142969
-33.430117541486894,-70.66606223791283,89b2c5540afffff,2020-01-01 12:25:18.342423
-33.439371124154775,-70.66597051650736,89b2c554143ffff,2020-01-01 14:35:46.261349
-33.439806173121504,-70.66775915440333,89b2c55415bffff,2020-01-01 07:18:53.305837
-33.46870814690358,-70.66461251739021,89b2c554e6bffff,2020-01-01 15:28:55.954231
-33.44498221034483,-70.66471775596322,89b2c5543b7ffff,2020-01-01 22:50:35.767100
-33.46936761620576,-70.66099532665463,89b2c554e6fffff,2020-01-01 11:30:32.221575
-33.452347112839945,-70.66697472093014,89b2c554edbffff,2020-01-01 14:55:55.697998
-33.46402971001318,-70.6762314159475,89b2c555d8fffff,2020-01-01 19:49:42.173659
-33.43436905324673,-70.66750726290657,89b2c554037ffff,2020-01-01 14:24:12.946172
-33.42699199124941,-70.68036704393397,89b2c55401bffff,2020-01-01 15:57:26.109656
-33.4723499596933,-70.6339899410885,89b2c55483bffff,2020-01-01 19:44:11.880215
-33.47576735772689,-70.64661216723056,89b2c554ab7ffff,2020-01-01 21:13:56.625281
-33.450424294491974,-70.6604577830223,89b2c554ed7ffff,2020-01-01 19:57:04.466548
-33.45818117581041,-70.66482018577474,89b2c554e57ffff,2020-01-01 21:07:59.786902
-33.46130103920668,-70.64840918500855,89b2c554eafffff,2020-01-01 11:24:11.906413
-33.45945544923413,-70.6580899758541,89b2c554e03ffff,2020-01-01 15:22:36.002849
-33.43957976577894,-70.68973331239425,89b2c5542afffff,2020-01-01 15:46:04.440843
-33.45481585073482,-70.66367750759066,89b2c554ecfffff,2020-01-01 10:33:48.276087
-33.43956116197233,-70.677628372957,89b2c55439bffff,2020-01-01 19:14:31.817642
-33.43491883521509,-70.67931204488632,89b2c554073ffff,2020-01-01 22:18:29.943970
-33.45205998701164,-70.63055039862482,89b2c554c3bffff,2020-01-01 13:54:00.210090
-33.46841863752409,-70.63135774902574,89b2c5548abffff,2020-01-01 15:59:20.567810
-33.436437649384246,-70.67481760027174,89b2c55402bffff,2020-01-01 10:22:31.352701
-33.46244503612751,-70.67030675468916,89b2c554e4bffff,2020-01-01 16:49:38.473304
-33.47186808299516,-70.64972856429416,89b2c55484bffff,2020-01-01 21:48:37.181857
-33.44325289187093,-70.66992193856701,89b2c554387ffff,2020-01-01 11:43:07.986925
-33.443215565553785,-70.66196211984138,89b2c554147ffff,2020-01-01 22:16:47.377497
-33.428842829682466,-70.67019577635246,89b2c5540abffff,2020-01-01 10:53:25.640853
-33.44202830564885,-70.67957013204743,89b2c5543d7ffff,2020-01-01 19:15:24.135178
-33.439760784285696,-70.679104466948,89b2c55406fffff,2020-01-01 14:35:13.520044
-33.43955534793675,-70.67240858039699,89b2c554393ffff,2020-01-01 09:44:48.896388
-33.464899805531424,-70.65847469268056,89b2c554e77ffff,2020-01-01 14:34:31.960209
-33.447106568954794,-70.67204177660172,89b2c5543bbffff,2020-01-01 12:43:42.025969
-33.4367010803734,-70.66018195992959,89b2c5541cfffff,2020-01-01 19:27:47.749136
-33.43198474658581,-70.66460195816848,89b2c5541dbffff,2020-01-01 14:13:23.013094
-33.46957854214919,-70.63330315201303,89b2c554807ffff,2020-01-01 14:32:30.410622
-33.44568717957639,-70.64329671748098,89b2c554ccbffff,2020-01-01 22:38:36.860734
-33.467359257285516,-70.6370021438645,89b2c554803ffff,2020-01-01 19:52:32.157291
-33.45617548376037,-70.63860428479883,89b2c554c63ffff,2020-01-01 16:52:41.978656
-33.450229433683326,-70.67553527507263,89b2c554307ffff,2020-01-01 14:59:50.112438
-33.44040978778266,-70.6705319348094,89b2c554397ffff,2020-01-01 12:33:20.693250
-33.44440277553725,-70.6658252737437,89b2c55414fffff,2020-01-01 18:25:46.824837
-33.445786500868515,-70.67347819975646,89b2c55438fffff,2020-01-01 17:21:34.034614
-33.43826273847256,-70.67747533252492,89b2c554067ffff,2020-01-01 19:30:46.020903
-33.44434217563312,-70.67874648421561,89b2c55438bffff,2020-01-01 20:40:00.775261
-33.45190563811563,-70.66858280673564,89b2c5543afffff,2020-01-01 14:44:11.148497
-33.47174715234181,-70.65939389542217,89b2c554a8bffff,2020-01-01 22:59:39.298042
-33.438895991162426,-70.6705621911487,89b2c55402fffff,2020-01-01 08:03:54.347161
-33.440021268457414,-70.66266727324569,89b2c554157ffff,2020-01-01 19:55:39.705085
-33.45368374231669,-70.67090334308185,89b2c554337ffff,2020-01-01 16:04:26.149247
-33.43038412902188,-70.671621624987,89b2c554007ffff,2020-01-01 22:46:08.623302
-33.43549101498251,-70.66677979687354,89b2c554027ffff,2020-01-01 09:19:01.997355
-33.431397664803036,-70.66842161764708,89b2c5540afffff,2020-01-01 20:38:18.394767
-33.44022943929751,-70.66670092268674,89b2c554143ffff,2020-01-01 15:15:04.355781
-33.43835775990279,-70.66731185597757,89b2c55415bffff,2020-01-01 07:48:05.742231
-33.466964575680365,-70.66527621455073,89b2c554e6bffff,2020-01-01 19:38:42.447924
-33.46976233851432,-70.6620932353763,89b2c554e6fffff,2020-01-01 15:22:24.807855
-33.452229085342296,-70.66571472136724,89b2c554edbffff,2020-01-01 16:06:58.689795
-33.4274490527403,-70.67896360861569,89b2c55401bffff,2020-01-01 18:57:16.706769
-33.45239589298003,-70.66012769984005,89b2c554ed7ffff,2020-01-01 20:48:20.333974
-33.45899351542482,-70.65898038007036,89b2c554e03ffff,2020-01-01 15:23:53.564938
